colour	x	y	group	key	clickSelects	showSelected1	PANEL
#999999	11	20.9101724137931	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	12	20.8222807017544	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	13	20.8679310344828	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	14	20.8652631578947	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	15	20.9524137931035	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	16	21.0114035087719	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	17	22.2531034482759	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	18	22.48	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	19	22.581724137931	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	20	21.5082456140351	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	21	22.8939655172414	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	22	22.97	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	23	21.9939655172414	413	Sunday 11 Jun 2017	Sunday 11 Jun 2017	Sunday 11 Jun 2017	1
#999999	0	23.95	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	1	23.9584482758621	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	3	23.95	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	4	23.9415517241379	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	5	23.95	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	6	23.9584482758621	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	7	23.8812280701754	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	8	23.46	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	9	23.2880701754386	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	10	22.97	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	11	22.97	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	12	22.8348275862069	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	13	22.5401754385965	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	14	22.5729310344828	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	15	22.48	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	16	22.4293103448276	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	17	22.9785964912281	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	18	22.8601724137931	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	19	22.9098245614035	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	20	22.9784482758621	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	21	23.1505263157895	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	22	23.4093103448276	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	23	23.46	414	Sunday 11 Mar 2018	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1
#999999	0	22.48	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	1	22.48	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	2	22.48	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	3	22.48	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	4	22.48	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	5	22.48	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	6	22.48	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	7	22.2096551724138	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	8	21.5689473684211	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	9	21.1720689655172	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	10	21.02	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	11	21.02	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	12	21.0629824561404	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	13	21.146724137931	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	14	21.02	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	15	21.2227586206897	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	16	21.6026315789474	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	17	21.99	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	18	21.7373684210526	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	19	21.3410344827586	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	20	21.37	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	21	21.9984482758621	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	22	22.3424561403509	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	23	22.48	415	Sunday 11 Sep 2016	Sunday 11 Sep 2016	Sunday 11 Sep 2016	1
#999999	0	23.3839655172414	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	1	23.46	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	2	23.46	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	3	23.46	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	4	23.4346551724138	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	5	23.46	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	6	23.5191379310345	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	7	23.4771929824561	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	8	22.9784482758621	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	9	22.97	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	10	22.97	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	11	22.97	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	12	22.8179310344828	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	13	22.7636842105263	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	14	22.9024137931035	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	15	22.97	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	16	22.9446551724138	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	17	22.7550877192983	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	18	22.48	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	19	22.48	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	20	22.725	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	21	23.4514035087719	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	22	23.46	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	23	23.46	416	Sunday 12 Feb 2017	Sunday 12 Feb 2017	Sunday 12 Feb 2017	1
#999999	0	21.5422033898305	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	1	22.2564912280702	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	2	22.3955172413793	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	3	22.4370175438597	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	4	22.3194827586207	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	5	22.110350877193	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	6	21.99	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	7	21.4704273504274	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	8	20.8566666666667	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	9	20.53	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	10	20.525775862069	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	11	20.53	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	12	20.5215517241379	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	13	20.53	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	14	20.534224137931	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	15	20.53	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	16	20.4962068965517	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	17	21.6888596491228	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	18	22.2856896551724	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	19	22.1060526315789	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	20	21.99	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	21	21.99	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	22	21.99	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	23	21.99	417	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	1
#999999	0	23.2880701754386	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	1	23.4515517241379	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	3	23.46	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	4	23.4431034482759	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	5	22.97	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	6	23.0460344827586	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	7	22.8238596491228	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	8	22.48	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	9	22.4714035087719	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	10	22.48	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	11	22.8840350877193	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	12	23.1136206896552	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	13	23.4256140350877	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	14	23.46	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	15	23.46	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	16	23.46	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	17	23.580350877193	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	18	23.4937931034483	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	19	23.95	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	20	23.9584482758621	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	21	23.3568421052632	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	22	23.4177586206897	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	23	23.9414035087719	418	Sunday 12 Mar 2017	Sunday 12 Mar 2017	Sunday 12 Mar 2017	1
#999999	0	20.9946551724138	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	1	21.5972033898305	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	2	20.893275862069	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	3	21.6898290598291	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	4	21.99	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	5	21.994224137931	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	6	22.2765254237288	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	7	21.3141379310345	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	8	20.6628813559322	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	9	20.53	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	10	20.5133898305085	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	11	20.4370689655172	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	12	20.6862931034483	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	13	21.0324576271186	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	14	20.9819827586207	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	15	20.6296610169492	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	16	20.7074137931034	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	17	21.0116949152542	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	18	21.024224137931	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	19	21.02	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	20	21.405	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	21	21.99	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	22	21.4890677966102	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	23	21.5576724137931	419	Sunday 12 Nov 2017	Sunday 12 Nov 2017	Sunday 12 Nov 2017	1
#999999	0	22.7418965517241	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	1	22.97	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	2	22.97	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	3	22.97	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	4	22.97	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	5	22.97	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	6	22.97	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	7	22.4714035087719	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	8	21.7831034482759	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	9	21.51	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	10	21.3241379310345	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	11	21.4412280701754	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	12	21.5513793103448	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	13	21.51	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	14	21.51	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	15	21.5184210526316	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	16	21.7748275862069	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	17	22.8754385964912	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	18	23.4515517241379	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	19	23.46	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	20	23.586724137931	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	21	23.6061403508772	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	22	22.6743103448276	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	23	22.6777192982456	420	Sunday 13 Aug 2017	Sunday 13 Aug 2017	Sunday 13 Aug 2017	1
#999999	0	23.9584482758621	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	1	23.95	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	2	23.95	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	3	23.95	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	4	23.95	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	5	23.95	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	6	23.95	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	7	23.331052631579	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	8	22.8770689655172	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	9	22.4885964912281	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	10	22.4715517241379	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	11	22.230701754386	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	12	22.1251724137931	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	13	22.4885964912281	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	14	22.97	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	15	22.5315789473684	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	16	22.4715517241379	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	17	22.7121052631579	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	18	23.1727586206897	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	19	23.46	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	20	23.5529310344828	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	21	23.7436842105263	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	22	23.9162068965517	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	23	23.95	421	Sunday 13 Dec 2015	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1
#999999	0	24.44	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	1	24.0175862068966	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	3	23.4084210526316	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	4	23.1474137931034	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	5	22.8281578947368	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	6	22.8094827586207	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	7	22.9528070175439	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	8	22.97	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	9	22.97	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	10	22.97	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	11	22.97	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	12	22.97	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	13	22.97	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	14	22.97	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	15	23.0989473684211	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	16	23.46	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	17	23.8425438596491	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	18	24.4104310344828	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	19	23.6706140350877	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	20	23.2403448275862	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	21	22.965701754386	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	22	22.7334482758621	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	23	22.4884482758621	422	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1
#999999	0	21.2687719298246	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	1	21.99	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	2	22.0329824561404	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	3	22.0744827586207	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	4	22.0759649122807	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	5	22.0744827586207	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	6	22.0501754385965	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	7	21.741724137931	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	8	21.269298245614	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	9	21.02	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	10	21.02	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	11	21.3579310344828	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
#999999	12	21.7963157894737	423	Sunday 13 Nov 2016	Sunday 13 Nov 2016	Sunday 13 Nov 2016	1
